,date,symbol,prev,open,high,low,last,close,avg,changed,p_change,volume,qpt,delivery,p_delivery,QPT_RATIO_20,DEL_RATIO_20,DEL_P_RATIO_20,VOL_RATIO_20
821,2022-11-09 18:30:00+00:00,icicigi,1155.5000,1154.0,1159.95,1130.3,1135.0000,1134.85,1138.9200,-20.6500,-1.8196,467236.0000,14.9971,316201.0000,67.6700,,,,
1077,2022-11-10 18:30:00+00:00,icicigi,1134.8500,1140.55,1148.95,1128.45,1133.0000,1131.9,1134.9500,-2.9500,-0.2606,619654.0000,29.2152,402088.0000,64.8900,,,,
1176,2022-11-13 18:30:00+00:00,icicigi,1131.9000,1137.6,1140.75,1123.6,1131.5000,1133.45,1131.7300,1.5500,0.1368,334306.0000,13.6882,203235.0000,60.7900,,,,
1502,2022-11-14 18:30:00+00:00,icicigi,1133.4500,1131.5,1132.95,1116.1,1122.5000,1120.2,1120.2500,-13.2500,-1.1828,1274776.0000,40.1580,1073189.0000,84.1900,,,,
1656,2022-11-15 18:30:00+00:00,icicigi,1120.2000,1124.8,1137.45,1117.25,1133.0000,1131.35,1122.9700,11.1500,0.9855,892837.0000,26.7589,680762.0000,76.2500,,,,
1825,2022-11-16 18:30:00+00:00,icicigi,1131.3500,1136.55,1147.0,1123.5,1125.9500,1127.25,1134.3700,-4.1000,-0.3637,641922.0000,17.7376,314891.0000,49.0500,,,,
1930,2022-11-17 18:30:00+00:00,icicigi,1127.2500,1129.0,1142.0,1124.25,1142.0000,1136.7,1133.4300,9.4500,0.8314,449207.0000,17.4619,274308.0000,61.0600,,,,
2121,2022-11-20 18:30:00+00:00,icicigi,1136.7000,1136.7,1139.25,1121.0,1126.9000,1127.75,1128.1200,-8.9500,-0.7936,1030548.0000,27.0230,824396.0000,80.0000,,,,
2316,2022-11-21 18:30:00+00:00,icicigi,1127.7500,1127.75,1134.0,1124.5,1132.1000,1128.65,1129.1600,0.9000,0.0797,341523.0000,11.6760,225648.0000,66.0700,,,,
2556,2022-11-22 18:30:00+00:00,icicigi,1128.6500,1128.65,1137.25,1125.65,1135.9500,1133.95,1130.7000,5.3000,0.4674,1248207.0000,55.6217,987472.0000,79.1100,,,,
2657,2022-11-23 18:30:00+00:00,icicigi,1133.9500,1135.6,1171.0,1134.85,1170.0000,1169.9,1162.0900,35.9500,3.0729,1462853.0000,63.4781,1160318.0000,79.3200,,,,
2934,2022-11-24 18:30:00+00:00,icicigi,1169.9000,1175.0,1175.0,1155.0,1155.0000,1159.35,1162.2100,-10.5500,-0.9100,475121.0000,19.1288,288745.0000,60.7700,,,,
3089,2022-11-27 18:30:00+00:00,icicigi,1159.3500,1162.5,1173.4,1153.6,1157.5000,1158.8,1157.5200,-0.5500,-0.0475,1132220.0000,31.3157,849169.0000,75.0000,,,,
3260,2022-11-28 18:30:00+00:00,icicigi,1158.8000,1163.0,1187.0,1159.1,1175.9500,1175.7,1173.0100,16.9000,1.4374,538581.0000,16.3712,246838.0000,45.8300,,,,
3452,2022-11-29 18:30:00+00:00,icicigi,1175.7000,1181.6,1213.2,1176.05,1212.0000,1211.15,1204.5900,35.4500,2.9270,1400360.0000,18.7209,774469.0000,55.3000,,,,
3703,2022-11-30 18:30:00+00:00,icicigi,1211.1500,1212.4,1229.0,1205.0,1224.8000,1224.6,1219.0400,13.4500,1.0983,971036.0000,34.4828,718448.0000,73.9900,1.38,1.42,1.14,1.32
3968,2022-12-01 18:30:00+00:00,icicigi,1224.6000,1224.6,1253.95,1222.05,1245.0000,1238.65,1242.1400,14.0500,1.1343,864356.0000,12.2189,476520.0000,55.1300,0.5,0.91,0.85,1.14
4149,2022-12-04 18:30:00+00:00,icicigi,1238.6500,1239.95,1244.75,1218.0,1219.9000,1223.4,1228.4900,-15.2500,-1.2465,423089.0000,25.5227,223509.0000,52.8300,1.01,0.42,0.81,0.55
4224,2022-12-05 18:30:00+00:00,icicigi,1223.4000,1217.5,1239.0,1211.65,1221.0000,1220.15,1221.4900,-3.2500,-0.2664,823892.0000,24.0798,624658.0000,75.8200,0.94,1.15,1.14,1.05
4494,2022-12-06 18:30:00+00:00,icicigi,1220.1500,1227.0,1258.65,1227.0,1248.0000,1245.9,1246.6300,25.7500,2.0668,762091.0000,24.6623,325748.0000,42.7400,0.94,0.59,0.65,0.94
4714,2022-12-07 18:30:00+00:00,icicigi,1245.9000,1247.0,1261.0,1241.65,1247.1500,1249.15,1251.8200,3.2500,0.2602,778965.0000,26.0028,522559.0000,67.0800,0.97,0.93,1.03,0.95
4846,2022-12-08 18:30:00+00:00,icicigi,1249.1500,1258.8,1261.95,1242.15,1248.0000,1247.95,1251.0400,-1.2000,-0.0962,552253.0000,11.9463,356224.0000,64.5000,0.46,0.64,0.99,0.67
5095,2022-12-11 18:30:00+00:00,icicigi,1247.9500,1247.95,1251.95,1225.8,1232.3000,1229.85,1238.0900,-18.1000,-1.4717,380539.0000,12.0199,248154.0000,65.2100,0.47,0.44,1.0,0.46
20,2022-11-02 18:30:00+00:00,icicipruli,517.2500,516.55,524.75,512.05,518.0000,519.15,520.1800,1.9000,0.3660,460314.0000,25.9230,243100.0000,52.8100,,,,
252,2022-11-03 18:30:00+00:00,icicipruli,519.1500,520.0,520.15,511.2,515.0000,514.6,515.1200,-4.5500,-0.8842,341572.0000,18.3779,153978.0000,45.0800,,,,
504,2022-11-06 18:30:00+00:00,icicipruli,514.6000,516.0,519.3,507.55,512.5500,513.1,511.6600,-1.5000,-0.2923,668753.0000,17.5724,377394.0000,56.4300,,,,
684,2022-11-08 18:30:00+00:00,icicipruli,513.1000,513.2,514.0,499.1,500.0000,500.6,503.4800,-12.5000,-2.4970,1059104.0000,32.0659,637051.0000,60.1500,,,,
922,2022-11-09 18:30:00+00:00,icicipruli,500.6000,500.0,500.2,484.7,490.0000,489.1,490.3100,-11.5000,-2.3513,1246010.0000,31.0007,784928.0000,63.0000,,,,
973,2022-11-10 18:30:00+00:00,icicipruli,489.1000,491.55,497.3,486.15,489.4000,488.6,490.8800,-0.5000,-0.1023,3170570.0000,59.5558,2518816.0000,79.4400,,,,
1243,2022-11-13 18:30:00+00:00,icicipruli,488.6000,490.0,490.1,483.7,485.6000,485.6,485.5600,-3.0000,-0.6178,1661259.0000,71.3875,1223405.0000,73.6400,,,,
1412,2022-11-14 18:30:00+00:00,icicipruli,485.6000,485.0,486.15,478.7,481.5000,481.1,480.8400,-4.5000,-0.9354,2019173.0000,53.1557,1562314.0000,77.3700,,,,
1687,2022-11-15 18:30:00+00:00,icicipruli,481.1000,480.0,484.15,474.1,475.0000,475.0,475.9300,-6.1000,-1.2842,2086052.0000,88.8816,1638169.0000,78.5300,,,,
1708,2022-11-16 18:30:00+00:00,icicipruli,475.0000,471.7,482.0,471.7,477.0000,476.95,478.4800,1.9500,0.4088,1731223.0000,68.1155,1138552.0000,65.7700,,,,
2036,2022-11-17 18:30:00+00:00,icicipruli,476.9500,477.05,478.0,464.0,469.7000,469.7,469.3800,-7.2500,-1.5435,2592536.0000,59.2485,1771765.0000,68.3400,,,,
2156,2022-11-20 18:30:00+00:00,icicipruli,469.7000,469.7,472.0,462.55,465.4000,465.3,465.1300,-4.4000,-0.9456,904399.0000,39.9575,477728.0000,52.8200,,,,
2339,2022-11-21 18:30:00+00:00,icicipruli,465.3000,464.9,468.7,459.0,468.2500,467.35,464.7900,2.0500,0.4386,1083032.0000,41.6215,581862.0000,53.7300,,,,
2643,2022-11-22 18:30:00+00:00,icicipruli,467.3500,468.2,469.0,453.9,460.9000,460.1,460.2400,-7.2500,-1.5757,4297126.0000,102.1496,2944317.0000,68.5200,,,,
2748,2022-11-23 18:30:00+00:00,icicipruli,460.1000,462.45,466.9,459.0,463.6500,462.0,462.0000,1.9000,0.4113,2639177.0000,112.6650,1867622.0000,70.7700,,,,
2856,2022-11-24 18:30:00+00:00,icicipruli,462.0000,461.3,468.8,450.6,452.4500,452.1,455.7600,-9.9000,-2.1898,6951008.0000,84.6352,5415131.0000,77.9000,,,,
3164,2022-11-27 18:30:00+00:00,icicipruli,452.1000,454.3,459.9,452.75,455.6500,455.15,456.6600,3.0500,0.6701,5207226.0000,57.0661,3882241.0000,74.5500,,,,
3392,2022-11-28 18:30:00+00:00,icicipruli,455.1500,456.9,473.95,453.85,472.0000,471.1,460.7500,15.9500,3.3857,10301083.0000,150.5214,6516878.0000,63.2600,,,,
3560,2022-11-29 18:30:00+00:00,icicipruli,471.1000,473.5,478.95,470.55,475.9000,476.2,475.1600,5.1000,1.0710,3786647.0000,78.5872,2147105.0000,56.7000,,,,
3757,2022-11-30 18:30:00+00:00,icicipruli,476.2000,479.0,479.15,472.5,476.5000,476.65,475.7600,0.4500,0.0944,2717911.0000,98.6717,1764828.0000,64.9300,1.53,0.94,1.0,0.99
3926,2022-12-01 18:30:00+00:00,icicipruli,476.6500,478.3,483.45,474.1,479.5000,482.25,477.6100,5.6000,1.1612,1566499.0000,65.1378,876233.0000,55.9400,0.98,0.46,0.86,0.56
4055,2022-12-04 18:30:00+00:00,icicipruli,482.2500,484.8,484.8,470.75,474.9000,475.3,474.8000,-6.9500,-1.4622,1866186.0000,55.6373,1063378.0000,56.9800,0.81,0.54,0.86,0.65
4341,2022-12-05 18:30:00+00:00,icicipruli,475.3000,475.8,479.9,467.1,468.0000,468.0,470.4400,-7.3000,-1.5598,1666287.0000,68.8662,1067225.0000,64.0500,0.97,0.54,0.97,0.57
4422,2022-12-06 18:30:00+00:00,icicipruli,468.0000,470.0,471.4,464.2,465.0500,465.1,467.4400,-2.9000,-0.6235,1006428.0000,42.4152,529632.0000,52.6200,0.59,0.27,0.8,0.34
4601,2022-12-07 18:30:00+00:00,icicipruli,465.1000,465.1,466.55,460.25,461.8500,462.25,462.0700,-2.8500,-0.6165,1233437.0000,68.4444,766856.0000,62.1700,0.93,0.39,0.94,0.42
4724,2022-12-08 18:30:00+00:00,icicipruli,462.2500,465.7,466.0,455.0,456.0000,456.85,459.0500,-5.4000,-1.1820,1708947.0000,58.8278,1160365.0000,67.9000,0.8,0.6,1.04,0.6
4966,2022-12-11 18:30:00+00:00,icicipruli,456.8500,456.55,456.85,448.0,450.8500,450.9,450.5100,-5.9500,-1.3196,3598421.0000,75.0703,2410733.0000,66.9900,1.02,1.22,1.03,1.22
100,2022-11-02 18:30:00+00:00,idea,8.5500,8.55,8.65,8.5,8.6000,8.55,8.6000,0.0000,0.0000,25842530.0000,452.0454,12351300.0000,47.7900,,,,
221,2022-11-03 18:30:00+00:00,idea,8.5500,8.5,8.55,8.3,8.4500,8.4,8.4000,-0.1500,-1.7857,99003627.0000,762.5283,31529853.0000,31.8500,,,,
433,2022-11-06 18:30:00+00:00,idea,8.4000,8.45,8.55,8.25,8.4000,8.35,8.3500,-0.0500,-0.5988,67831806.0000,1093.7791,28101026.0000,41.4300,,,,
617,2022-11-08 18:30:00+00:00,idea,8.3500,8.4,8.7,8.3,8.5000,8.5,8.5100,0.1500,1.7647,122752329.0000,1371.6264,40024807.0000,32.6100,,,,
847,2022-11-09 18:30:00+00:00,idea,8.5000,8.5,8.75,8.45,8.6500,8.65,8.5900,0.1500,1.7341,124169423.0000,1327.3906,40607723.0000,32.7000,,,,
1123,2022-11-10 18:30:00+00:00,idea,8.6500,8.7,8.75,8.4,8.5500,8.5,8.5500,-0.1500,-1.7647,93250736.0000,1597.7715,24478820.0000,26.2500,,,,
1148,2022-11-13 18:30:00+00:00,idea,8.5000,8.55,8.65,8.25,8.5000,8.5,8.4300,0.0000,0.0000,98580473.0000,1076.4058,22289060.0000,22.6100,,,,
1361,2022-11-14 18:30:00+00:00,idea,8.5000,8.55,8.55,8.4,8.4500,8.45,8.4600,-0.0500,-0.5917,49123547.0000,682.5559,24657189.0000,50.1900,,,,
1582,2022-11-15 18:30:00+00:00,idea,8.4500,8.5,8.55,8.3,8.5000,8.4,8.4100,-0.0500,-0.5952,64996046.0000,773.8730,25620466.0000,39.4200,,,,
1701,2022-11-16 18:30:00+00:00,idea,8.4000,8.45,8.5,8.3,8.3500,8.35,8.4100,-0.0500,-0.5988,45772691.0000,437.1377,16643255.0000,36.3600,,,,
1985,2022-11-17 18:30:00+00:00,idea,8.3500,8.35,8.4,8.3,8.3500,8.35,8.3400,0.0000,0.0000,54369157.0000,488.9445,21746314.0000,40.0000,,,,
2223,2022-11-20 18:30:00+00:00,idea,8.3500,8.4,8.5,8.3,8.4000,8.4,8.4000,0.0500,0.5952,60319068.0000,894.2650,28658568.0000,47.5100,,,,
2406,2022-11-21 18:30:00+00:00,idea,8.4000,8.45,8.5,8.3,8.3500,8.35,8.3900,-0.0500,-0.5988,57836622.0000,561.6842,26577119.0000,45.9500,,,,
2465,2022-11-22 18:30:00+00:00,idea,8.3500,8.35,8.4,8.15,8.2500,8.25,8.2600,-0.1000,-1.2121,74736942.0000,765.0184,30459682.0000,40.7600,,,,
2695,2022-11-23 18:30:00+00:00,idea,8.2500,8.3,8.35,8.0,8.0500,8.05,8.1300,-0.2000,-2.4845,110160151.0000,1309.2327,38291662.0000,34.7600,,,,
2837,2022-11-24 18:30:00+00:00,idea,8.0500,8.05,8.1,7.95,8.1000,8.05,8.0300,0.0000,0.0000,76771472.0000,902.1007,36319087.0000,47.3100,,,,
3152,2022-11-27 18:30:00+00:00,idea,8.0500,8.1,8.15,8.0,8.1000,8.05,8.0800,0.0000,0.0000,47234426.0000,577.7558,28025615.0000,59.3300,,,,
3308,2022-11-28 18:30:00+00:00,idea,8.0500,8.1,8.15,8.0,8.0500,8.05,8.0600,0.0000,0.0000,57370817.0000,478.7284,23150704.0000,40.3500,,,,
3577,2022-11-29 18:30:00+00:00,idea,8.0500,8.05,8.3,8.0,8.2500,8.25,8.1700,0.2000,2.4242,75150800.0000,688.2130,29268787.0000,38.9500,,,,
3779,2022-11-30 18:30:00+00:00,idea,8.2500,8.3,8.3,8.1,8.1500,8.15,8.1700,-0.1000,-1.2270,58794481.0000,1006.6169,18122986.0000,30.8200,1.17,0.66,0.78,0.8
3862,2022-12-01 18:30:00+00:00,idea,8.1500,8.15,8.35,8.15,8.3000,8.3,8.2400,0.1500,1.8072,50332214.0000,766.3832,27513097.0000,54.6600,0.87,0.98,1.38,0.68
3981,2022-12-04 18:30:00+00:00,idea,8.3000,8.35,8.35,8.15,8.2000,8.15,8.2400,-0.1500,-1.8405,54867545.0000,724.3336,21415683.0000,39.0300,0.83,0.78,0.97,0.76
4269,2022-12-05 18:30:00+00:00,idea,8.1500,8.15,8.2,7.9,8.1000,8.05,8.0600,-0.1000,-1.2422,118700470.0000,1810.9491,44449514.0000,37.4500,1.99,1.56,0.94,1.59
4518,2022-12-06 18:30:00+00:00,idea,8.0500,8.1,8.1,7.9,8.0500,8.0,8.0000,-0.0500,-0.6250,73626545.0000,856.9297,30296285.0000,41.1500,0.97,1.08,1.02,1.02
4533,2022-12-07 18:30:00+00:00,idea,8.0000,8.05,8.05,8.0,8.0000,8.0,8.0100,0.0000,0.0000,26523509.0000,516.7857,15024806.0000,56.6500,0.61,0.56,1.37,0.39
4783,2022-12-08 18:30:00+00:00,idea,8.0000,8.05,8.05,7.9,7.9500,7.95,7.9700,-0.0500,-0.6289,64742478.0000,1055.8823,26033748.0000,40.2100,1.29,0.97,0.95,0.98
4909,2022-12-11 18:30:00+00:00,idea,7.9500,7.95,8.0,7.9,7.9000,7.95,7.9300,0.0000,0.0000,47484633.0000,802.2679,25616755.0000,53.9500,1.0,0.95,1.23,0.75
53,2022-11-02 18:30:00+00:00,idfc,75.7500,75.3,78.65,75.25,78.1500,78.1,77.6800,2.3500,3.0090,7673840.0000,188.3105,2119666.0000,27.6200,,,,
346,2022-11-03 18:30:00+00:00,idfc,78.1000,78.15,79.2,77.35,78.8000,78.85,78.2900,0.7500,0.9512,6237576.0000,263.2111,1861517.0000,29.8400,,,,
550,2022-11-06 18:30:00+00:00,idfc,78.8500,79.3,81.75,79.05,81.0000,81.15,80.8200,2.3000,2.8343,19430049.0000,179.2688,8876492.0000,45.6800,,,,
593,2022-11-08 18:30:00+00:00,idfc,81.1500,82.0,82.45,80.2,80.3000,80.45,81.5800,-0.7000,-0.8701,8230887.0000,227.6367,2932186.0000,35.6200,,,,
890,2022-11-09 18:30:00+00:00,idfc,80.4500,80.7,81.4,78.1,78.9000,78.85,79.3900,-1.6000,-2.0292,6788501.0000,213.6294,2044710.0000,30.1200,,,,
1111,2022-11-10 18:30:00+00:00,idfc,78.8500,79.55,81.5,78.75,79.0500,79.15,80.2700,0.3000,0.3790,17080978.0000,399.0696,8408883.0000,49.2300,,,,
1305,2022-11-13 18:30:00+00:00,idfc,79.1500,79.85,80.0,77.85,79.5500,79.7,78.8300,0.5500,0.6901,7335019.0000,335.6988,2222566.0000,30.3000,,,,
1430,2022-11-14 18:30:00+00:00,idfc,79.7000,80.0,80.4,79.15,80.2000,80.2,79.8900,0.5000,0.6234,3935535.0000,84.6224,1290904.0000,32.8000,,,,
1544,2022-11-15 18:30:00+00:00,idfc,80.2000,80.5,80.65,78.05,78.5000,78.45,79.4000,-1.7500,-2.2307,6597195.0000,330.6202,2082174.0000,31.5600,,,,
1741,2022-11-16 18:30:00+00:00,idfc,78.4500,78.4,78.45,76.8,77.4000,77.65,77.5900,-0.8000,-1.0303,5381000.0000,210.9617,930739.0000,17.3000,,,,
2046,2022-11-17 18:30:00+00:00,idfc,77.6500,77.6,78.0,76.3,77.8000,77.75,77.2900,0.1000,0.1286,3700750.0000,246.6016,758313.0000,20.4900,,,,
2169,2022-11-20 18:30:00+00:00,idfc,77.7500,77.75,78.2,77.1,77.4000,77.4,77.5800,-0.3500,-0.4522,3223866.0000,153.2839,827840.0000,25.6800,,,,
2432,2022-11-21 18:30:00+00:00,idfc,77.4000,77.4,79.5,77.3,79.4000,78.95,78.2900,1.5500,1.9633,4247492.0000,209.5561,980927.0000,23.0900,,,,
2566,2022-11-22 18:30:00+00:00,idfc,78.9500,79.5,80.2,79.1,79.2000,79.55,79.7000,0.6000,0.7542,6318816.0000,235.3815,1902170.0000,30.1000,,,,
2718,2022-11-23 18:30:00+00:00,idfc,79.5500,79.55,81.25,77.95,78.6500,78.4,79.3900,-1.1500,-1.4668,7378376.0000,238.0045,1121460.0000,15.2000,,,,
2965,2022-11-24 18:30:00+00:00,idfc,78.4000,78.5,81.65,78.45,80.2000,80.2,80.3400,1.8000,2.2444,8151253.0000,174.8071,2115140.0000,25.9500,,,,
3108,2022-11-27 18:30:00+00:00,idfc,80.2000,80.2,83.75,80.1,82.3000,82.3,82.4400,2.1000,2.5516,13082818.0000,253.5528,3754558.0000,28.7000,,,,
3358,2022-11-28 18:30:00+00:00,idfc,82.3000,82.7,82.7,80.6,80.7000,80.8,81.4100,-1.5000,-1.8564,4692668.0000,276.5436,1306581.0000,27.8400,,,,
3441,2022-11-29 18:30:00+00:00,idfc,80.8000,81.95,83.0,81.2,82.1000,81.95,81.9000,1.1500,1.4033,8457028.0000,282.6075,2197175.0000,25.9800,,,,
3668,2022-11-30 18:30:00+00:00,idfc,81.9500,82.35,83.6,81.85,83.1500,82.95,82.7100,1.0000,1.2055,7111816.0000,198.9430,2746411.0000,38.6200,0.85,1.09,1.31,0.92
3937,2022-12-01 18:30:00+00:00,idfc,82.9500,82.95,84.25,82.4,83.6500,83.8,83.4900,0.8500,1.0143,6081702.0000,282.1612,2070600.0000,34.0500,1.18,0.82,1.14,0.79
4103,2022-12-04 18:30:00+00:00,idfc,83.8000,83.8,86.3,83.7,85.0000,85.15,85.2100,1.3500,1.5854,9488092.0000,227.9641,2648815.0000,27.9200,0.96,1.03,0.94,1.21
4239,2022-12-05 18:30:00+00:00,idfc,85.1500,84.95,85.25,83.7,84.0000,84.15,84.5200,-1.0000,-1.1884,4957002.0000,244.8507,1383126.0000,27.9000,1.01,0.63,0.96,0.7
4362,2022-12-06 18:30:00+00:00,idfc,84.1500,84.05,85.05,82.9,83.2000,83.5,83.8200,-0.6500,-0.7784,4375527.0000,185.9632,1105282.0000,25.2600,0.78,0.53,0.89,0.63
4590,2022-12-07 18:30:00+00:00,idfc,83.5000,83.2,84.2,82.9,84.1000,84.05,83.6100,0.5500,0.6544,3017723.0000,162.4528,802237.0000,26.5800,0.69,0.39,0.94,0.45
4832,2022-12-08 18:30:00+00:00,idfc,84.0500,84.3,84.7,81.2,82.2500,82.2,83.0600,-1.8500,-2.2506,4786180.0000,265.2652,1564350.0000,32.6800,1.15,0.93,1.19,0.78
5055,2022-12-11 18:30:00+00:00,idfc,82.2000,82.3,83.3,81.05,83.2000,83.15,82.3600,0.9500,1.1425,3818258.0000,160.0343,1239076.0000,32.4500,0.72,0.75,1.18,0.64
105,2022-11-02 18:30:00+00:00,idfcfirstb,55.3500,55.05,57.65,54.8,57.2500,57.2,56.9900,1.8500,3.2343,59548263.0000,748.1783,20786595.0000,34.9100,,,,
260,2022-11-03 18:30:00+00:00,idfcfirstb,57.2000,57.25,57.65,56.8,57.2000,57.15,57.1300,-0.0500,-0.0875,29045358.0000,539.9869,7892395.0000,27.1700,,,,
443,2022-11-06 18:30:00+00:00,idfcfirstb,57.1500,57.25,58.15,56.85,57.3000,57.3,57.4200,0.1500,0.2618,35488244.0000,611.0340,12726710.0000,35.8600,,,,
719,2022-11-08 18:30:00+00:00,idfcfirstb,57.3000,57.3,58.15,57.15,57.3500,57.4,57.6100,0.1000,0.1742,42320305.0000,585.8211,15057511.0000,35.5800,,,,
833,2022-11-09 18:30:00+00:00,idfcfirstb,57.4000,57.4,58.5,57.2,57.6500,57.6,57.6800,0.2000,0.3472,38630995.0000,715.1239,9588155.0000,24.8200,,,,
1099,2022-11-10 18:30:00+00:00,idfcfirstb,57.6000,58.3,58.5,57.45,57.5000,57.55,57.8400,-0.0500,-0.0869,29854417.0000,645.9478,7681814.0000,25.7300,,,,
1221,2022-11-13 18:30:00+00:00,idfcfirstb,57.5500,57.75,57.8,57.05,57.4000,57.45,57.4400,-0.1000,-0.1741,19385413.0000,434.5044,6810207.0000,35.1300,,,,
1348,2022-11-14 18:30:00+00:00,idfcfirstb,57.4500,57.5,57.7,56.7,57.3500,57.15,57.0700,-0.3000,-0.5249,22378138.0000,539.2063,6343326.0000,28.3500,,,,
1557,2022-11-15 18:30:00+00:00,idfcfirstb,57.1500,57.2,58.1,56.45,56.9500,57.1,57.2100,-0.0500,-0.0876,32237531.0000,613.1139,10191672.0000,31.6100,,,,
1804,2022-11-16 18:30:00+00:00,idfcfirstb,57.1000,57.05,57.1,55.8,56.2500,56.3,56.2900,-0.8000,-1.4210,25110504.0000,577.1999,6423611.0000,25.5800,,,,
2035,2022-11-17 18:30:00+00:00,idfcfirstb,56.3000,56.3,56.45,55.45,55.8000,55.85,55.8900,-0.4500,-0.8057,21131065.0000,512.5789,6128963.0000,29.0000,,,,
2250,2022-11-20 18:30:00+00:00,idfcfirstb,55.8500,55.7,56.5,55.55,56.4000,56.35,56.1000,0.5000,0.8873,20155600.0000,557.0153,5342218.0000,26.5000,,,,
2308,2022-11-21 18:30:00+00:00,idfcfirstb,56.3500,56.35,56.95,56.05,56.7500,56.8,56.6200,0.4500,0.7923,16197800.0000,560.5939,4508249.0000,27.8300,,,,
2625,2022-11-22 18:30:00+00:00,idfcfirstb,56.8000,57.1,57.3,56.8,56.9000,57.0,57.0300,0.2000,0.3509,16313120.0000,528.7369,5342072.0000,32.7500,,,,
2750,2022-11-23 18:30:00+00:00,idfcfirstb,57.0000,57.0,57.6,56.7,56.7500,56.8,57.0700,-0.2000,-0.3521,17361595.0000,665.9351,4772625.0000,27.4900,,,,
2985,2022-11-24 18:30:00+00:00,idfcfirstb,56.8000,56.9,59.2,56.75,58.1000,58.05,58.1500,1.2500,2.1533,41481080.0000,733.9446,15709470.0000,37.8700,,,,
3121,2022-11-27 18:30:00+00:00,idfcfirstb,58.0500,58.05,59.7,57.65,58.7500,58.8,58.7100,0.7500,1.2755,39638632.0000,590.6781,12125621.0000,30.5900,,,,
3298,2022-11-28 18:30:00+00:00,idfcfirstb,58.8000,59.0,59.5,57.9,57.9500,58.0,58.3900,-0.8000,-1.3793,26139041.0000,569.0689,10952585.0000,41.9000,,,,
3418,2022-11-29 18:30:00+00:00,idfcfirstb,58.0000,58.25,58.7,57.9,58.5000,58.6,58.3700,0.6000,1.0239,20210615.0000,342.4889,8278856.0000,40.9600,,,,
3616,2022-11-30 18:30:00+00:00,idfcfirstb,58.6000,58.75,59.6,58.35,58.8000,58.75,58.9600,0.1500,0.2553,33163853.0000,466.7612,11515183.0000,34.7200,0.81,1.22,1.09,1.13
3911,2022-12-01 18:30:00+00:00,idfcfirstb,58.7500,58.7,59.35,58.55,59.1000,59.0,58.9800,0.2500,0.4237,27305887.0000,635.8783,9744393.0000,35.6900,1.11,1.1,1.12,0.99
4038,2022-12-04 18:30:00+00:00,idfcfirstb,59.0000,59.3,61.2,58.9,60.3500,60.4,60.4500,1.4000,2.3179,60123157.0000,592.7318,15282140.0000,25.4200,1.03,1.66,0.8,2.06
4308,2022-12-05 18:30:00+00:00,idfcfirstb,60.4000,60.4,61.1,60.05,60.2500,60.35,60.5500,-0.0500,-0.0829,37465596.0000,605.0841,13675704.0000,36.5000,1.05,1.47,1.15,1.28
4444,2022-12-06 18:30:00+00:00,idfcfirstb,60.3500,60.35,60.9,59.15,59.2500,59.3,59.8400,-1.0500,-1.7707,32861793.0000,504.1931,10451122.0000,31.8000,0.89,1.16,1.01,1.14
4652,2022-12-07 18:30:00+00:00,idfcfirstb,59.3000,59.3,60.05,59.2,59.9000,59.7,59.5800,0.4000,0.6700,23224441.0000,384.7973,7803182.0000,33.6000,0.7,0.87,1.05,0.83
4761,2022-12-08 18:30:00+00:00,idfcfirstb,59.7000,60.2,60.4,57.9,58.7000,58.6,59.1500,-1.1000,-1.8771,33371203.0000,620.5479,10398318.0000,31.1600,1.12,1.14,0.97,1.18
4977,2022-12-11 18:30:00+00:00,idfcfirstb,58.6000,58.65,59.25,57.65,59.1500,59.1,58.6100,0.5000,0.8460,19725963.0000,441.5634,5211001.0000,26.4200,0.8,0.58,0.83,0.7
148,2022-11-02 18:30:00+00:00,iex,143.2500,142.95,144.85,142.15,143.7000,143.95,143.9300,0.7000,0.4863,3819226.0000,123.6956,1960464.0000,51.3300,,,,
283,2022-11-03 18:30:00+00:00,iex,143.9500,142.45,143.4,140.5,141.7000,141.85,141.7900,-2.1000,-1.4804,4282449.0000,107.4400,1440668.0000,33.6400,,,,
455,2022-11-06 18:30:00+00:00,iex,141.8500,142.05,144.5,141.5,144.0000,144.05,143.2500,2.2000,1.5272,3841417.0000,110.5348,1608873.0000,41.8800,,,,
652,2022-11-08 18:30:00+00:00,iex,144.0500,145.5,145.5,142.0,142.6000,142.6,143.4500,-1.4500,-1.0168,3104143.0000,88.9286,1394560.0000,44.9300,,,,
763,2022-11-09 18:30:00+00:00,iex,142.6000,142.6,142.6,138.85,140.4000,140.2,140.2400,-2.4000,-1.7118,3163837.0000,82.0199,1194166.0000,37.7400,,,,
955,2022-11-10 18:30:00+00:00,iex,140.2000,141.9,145.8,141.5,144.9000,144.7,144.4900,4.5000,3.1099,6747484.0000,150.2312,2948869.0000,43.7000,,,,
1135,2022-11-13 18:30:00+00:00,iex,144.7000,145.45,147.35,143.6,145.7000,145.85,145.9000,1.1500,0.7885,4744610.0000,107.4195,1867374.0000,39.3600,,,,
1427,2022-11-14 18:30:00+00:00,iex,145.8500,146.5,146.5,144.2,145.3500,145.35,145.0300,-0.5000,-0.3440,2737765.0000,92.2303,1216628.0000,44.4400,,,,
1528,2022-11-15 18:30:00+00:00,iex,145.3500,145.35,145.85,140.95,141.4000,141.55,142.7400,-3.8000,-2.6846,3913104.0000,105.9486,1658070.0000,42.3700,,,,
